name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
HD 206610 b,480.0,8.34,Gas Giant,2009,2.036,Jupiter,1.19,Jupiter,1.74,1.8,0.1,Radial Velocity
HD 206893 b,133.0,6.68804,Gas Giant,2021,28.0,Jupiter,1.25,Jupiter,9.6,25.6,0.14,Direct Imaging
HD 206893 c,133.0,6.68804,Gas Giant,2022,12.7,Jupiter,1.46,Jupiter,3.53,5.7,0.41,Direct Imaging
HD 20781 b,117.0,8.48,Super Earth,2019,1.93,Earth,1.21,Earth,0.0529,0.01451061,0.1,Radial Velocity
HD 20781 c,117.0,8.48,Neptune-like,2019,5.33,Earth,2.17,Earth,0.1004,0.038056124,0.09,Radial Velocity
HD 20781 d,117.0,8.48,Neptune-like,2019,10.61,Earth,0.29,Jupiter,0.1647,0.079945244,0.11,Radial Velocity
HD 20781 e,117.0,8.48,Neptune-like,2019,14.03,Earth,0.342,Jupiter,0.3374,0.23408625,0.06,Radial Velocity
HD 20782 b,117.0,7.36,Gas Giant,2006,1.4878,Jupiter,1.21,Jupiter,1.3649,1.6,0.95,Radial Velocity
HD 207832 b,192.0,8.78,Gas Giant,2012,0.56,Jupiter,1.26,Jupiter,0.586,0.43832994,0.2,Radial Velocity
HD 207832 c,192.0,8.78,Gas Giant,2012,0.73,Jupiter,1.25,Jupiter,2.112,3.2,0.27,Radial Velocity
HD 207897 b,92.0,8.37,Super Earth,2021,14.4,Earth,0.223,Jupiter,0.1163,0.044353183,0.05,Transit
HD 20794 b,20.0,4.26,Super Earth,2011,2.7,Earth,1.45,Earth,0.1207,0.050102666,0.0,Radial Velocity
HD 20794 c,20.0,4.26,Super Earth,2011,2.4,Earth,1.35,Earth,0.2036,0.109787814,0.0,Radial Velocity
HD 20794 d,20.0,4.26,Super Earth,2011,4.8,Earth,2.04,Earth,0.3499,0.24722794,0.0,Radial Velocity
HD 20794 e,20.0,4.26,Super Earth,2017,4.77,Earth,2.03,Earth,0.509,0.40246406,0.29,Radial Velocity
HD 208487 b,147.0,7.47,Gas Giant,2004,0.52,Jupiter,1.27,Jupiter,0.524,0.3561944,0.24,Radial Velocity
HD 208527 b,1018.0,6.38984,Gas Giant,2012,9.9,Jupiter,1.11,Jupiter,2.1,2.4,0.08,Radial Velocity
HD 20868 b,156.0,9.92,Gas Giant,2008,1.25,Jupiter,1.22,Jupiter,0.95,1.0428474,0.75,Radial Velocity
HD 208897 b,220.0,6.50821,Gas Giant,2017,1.4,Jupiter,1.21,Jupiter,1.05,0.96564,0.07,Radial Velocity
HD 209458 b,158.0,7.65,Gas Giant,1999,0.73,Jupiter,1.39,Jupiter,0.04707,0.009582478,0.0,Radial Velocity
HD 210193 b,138.0,7.83,Gas Giant,2019,0.4817,Jupiter,1.27,Jupiter,1.487,1.8,0.24,Radial Velocity
HD 210277 b,69.0,6.54348,Gas Giant,1998,1.29,Jupiter,1.22,Jupiter,1.13,1.2106776,0.48,Radial Velocity
HD 210702 b,177.0,5.93022,Gas Giant,2007,1.808,Jupiter,1.2,Jupiter,1.148,0.969473,0.03,Radial Velocity
HD 211403 b,271.0,8.48,Gas Giant,2021,5.54,Jupiter,1.14,Jupiter,0.768,0.61273104,0.08,Radial Velocity
HD 211810 b,211.0,8.59,Gas Giant,2018,0.67,Jupiter,1.25,Jupiter,2.656,4.3,0.68,Radial Velocity
HD 211970 b,43.0,10.24,Neptune-like,2019,13.0,Earth,0.327,Jupiter,0.143,0.068993844,0.15,Radial Velocity
HD 212301 b,177.0,7.76,Gas Giant,2005,0.51,Jupiter,1.27,Jupiter,0.03,0.006023272,0.0,Radial Velocity
HD 212771 b,363.0,7.6,Gas Giant,2009,2.39,Jupiter,1.18,Jupiter,1.19,1.0422999,0.08,Radial Velocity
HD 213240 b,133.0,6.81,Gas Giant,2001,5.58,Jupiter,1.14,Jupiter,1.89,2.4,0.42,Radial Velocity
HD 213472 b,210.0,8.17,Gas Giant,2021,3.5,Jupiter,1.17,Jupiter,13.0,46.6,0.53,Radial Velocity
HD 213519 b,134.0,7.68,Neptune-like,2022,9.51349,Earth,0.272,Jupiter,0.099068,0.030390145,0.41,Radial Velocity
HD 213885 b,157.0,7.95,Super Earth,2019,8.83,Earth,1.745,Earth,0.02012,0.0027378509,0.0,Transit
HD 213885 c,157.0,7.95,Neptune-like,2019,19.95,Earth,0.42,Jupiter,0.056798,0.013141684,0.0,Radial Velocity
HD 21411 b,95.0,7.88,Gas Giant,2019,0.20734,Jupiter,0.85,Jupiter,0.362,0.23080082,0.4,Radial Velocity
HD 214823 b,331.0,8.06,Gas Giant,2016,19.59946,Jupiter,1.08,Jupiter,3.078036,5.1,0.16,Radial Velocity
HD 215152 b,70.0,8.11,Super Earth,2018,1.819,Earth,1.19,Earth,0.057638,0.015879534,0.0,Radial Velocity
HD 215152 c,70.0,8.11,Super Earth,2018,1.72,Earth,1.17,Earth,0.067393,0.019986311,0.0,Radial Velocity
HD 215152 d,70.0,8.11,Super Earth,2018,2.801,Earth,1.48,Earth,0.08799,0.029842572,0.0,Radial Velocity
HD 215152 e,70.0,8.11,Super Earth,2018,2.877,Earth,1.51,Earth,0.15417,0.068993844,0.0,Radial Velocity
HD 215497 b,132.0,8.96,Neptune-like,2009,6.3566,Earth,0.214,Jupiter,0.05,0.010677618,0.16,Radial Velocity
HD 215497 c,132.0,8.96,Gas Giant,2009,0.33,Jupiter,1.11,Jupiter,1.282,1.6,0.49,Radial Velocity
HD 216435 b,108.0,6.03,Gas Giant,2002,1.26,Jupiter,1.22,Jupiter,2.56,3.6,0.07,Radial Velocity
HD 216437 b,87.0,6.04,Gas Giant,2002,2.223,Jupiter,1.19,Jupiter,2.497,3.7,0.32,Radial Velocity
HD 216520 b,64.0,7.53,Neptune-like,2020,10.26,Earth,0.284,Jupiter,0.198,0.0971937,0.09,Radial Velocity
HD 216520 c,64.0,7.53,Neptune-like,2020,9.44,Earth,0.271,Jupiter,0.528,0.42272416,0.12,Radial Velocity
HD 216536 b,1227.0,9.229,Gas Giant,2015,1.05,Jupiter,1.23,Jupiter,0.61,0.40684465,0.38,Radial Velocity
HD 216770 b,120.0,8.11,Gas Giant,2003,0.57,Jupiter,1.26,Jupiter,0.46,0.32443532,0.37,Radial Velocity
HD 21693 b,108.0,7.95,Neptune-like,2019,8.23,Earth,0.25,Jupiter,0.1455,0.062149215,0.12,Radial Velocity
HD 21693 c,108.0,7.95,Neptune-like,2019,17.37,Earth,0.387,Jupiter,0.2586,0.14702259,0.07,Radial Velocity
HD 217107 b,65.0,6.155,Gas Giant,1998,1.3,Jupiter,1.22,Jupiter,0.08,0.01943874,0.13,Radial Velocity
HD 217107 c,65.0,6.155,Gas Giant,2005,2.6,Jupiter,1.18,Jupiter,5.32,11.7,0.52,Radial Velocity
HD 21749 c,53.0,8.08,Super Earth,2019,3.7,Earth,0.892,Earth,0.0695,0.021355236,0.0,Transit
HD 217786 b,181.0,7.78,Gas Giant,2011,13.85303,Jupiter,1.1,Jupiter,2.44502,3.6,0.31,Radial Velocity
HD 217786 c,181.0,7.78,Neptune-like,2022,7.35886,Earth,0.234,Jupiter,0.037863,0.0068446267,-0.52,Radial Velocity
HD 217850 b,215.0,8.520001,Gas Giant,2018,21.6,Jupiter,1.08,Jupiter,4.56,9.6,0.76,Radial Velocity
HD 217958 b,202.0,8.05,Gas Giant,2022,0.5916,Jupiter,1.26,Jupiter,3.748429,7.0,0.16,Radial Velocity
HD 218566 b,94.0,8.6,Gas Giant,2010,0.2,Jupiter,0.832,Jupiter,0.69,0.6179329,0.3,Radial Velocity
HD 219077 b,95.0,6.12,Gas Giant,2012,9.75299,Jupiter,1.11,Jupiter,5.935698,15.0,0.77,Radial Velocity
HD 219134 b,21.0,5.56911,Super Earth,2015,4.74,Earth,1.602,Earth,0.03876,0.008487337,0.0,Radial Velocity
HD 219134 c,21.0,5.56911,Super Earth,2015,4.36,Earth,1.511,Earth,0.0653,0.018617386,0.06,Radial Velocity
HD 219134 d,21.0,5.56911,Super Earth,2015,16.17,Earth,1.61,Earth,0.237,0.12840521,0.14,Radial Velocity
HD 219134 f,21.0,5.56911,Super Earth,2015,7.3,Earth,1.31,Earth,0.1463,0.062149215,0.15,Radial Velocity
HD 219134 g,21.0,5.56911,Neptune-like,2015,10.80622,Earth,0.293,Jupiter,0.3753,0.25790554,0.0,Radial Velocity
HD 219134 h,21.0,5.56911,Gas Giant,2015,0.34,Jupiter,1.14,Jupiter,3.11,6.2,0.06,Radial Velocity
HD 219139 b,342.0,5.84863,Gas Giant,2021,0.78,Jupiter,1.24,Jupiter,0.94,0.7542779,0.11,Radial Velocity
HD 219415 b,539.0,8.909,Gas Giant,2012,1.0,Jupiter,1.23,Jupiter,3.2,5.7,0.4,Radial Velocity
HD 219666 b,307.0,9.809,Neptune-like,2018,16.6,Earth,0.42,Jupiter,0.06356,0.016427105,0.0,Transit
HD 219828 b,238.0,8.04,Neptune-like,2007,18.94937,Earth,0.408,Jupiter,0.048559,0.010403832,0.09,Radial Velocity
HD 219828 c,238.0,8.04,Gas Giant,2016,17.0123,Jupiter,1.09,Jupiter,5.657321,13.1,0.81,Radial Velocity
HD 220074 b,1059.0,6.40607,Gas Giant,2012,16.64,Jupiter,1.09,Jupiter,1.6,1.8,0.14,Radial Velocity
HD 220197 b,210.0,8.92,Gas Giant,2018,0.2,Jupiter,0.832,Jupiter,2.729,4.7,0.19,Radial Velocity
HD 220689 b,153.0,7.74,Gas Giant,2012,1.118,Jupiter,1.23,Jupiter,3.396,6.2,0.05,Radial Velocity
HD 220773 b,165.0,7.10831,Gas Giant,2011,1.45,Jupiter,1.21,Jupiter,4.94,10.2,0.51,Radial Velocity
HD 220842 b,211.0,7.98,Gas Giant,2016,3.18,Jupiter,1.17,Jupiter,0.74,0.5982204,0.4,Radial Velocity
HD 221287 b,182.0,7.82,Gas Giant,2007,3.09,Jupiter,1.17,Jupiter,1.25,1.2487338,0.08,Radial Velocity
HD 221416 b,312.0,8.15,Gas Giant,2019,0.19,Jupiter,0.836,Jupiter,0.1228,0.039151266,0.12,Transit
HD 221420 b,102.0,5.82,Gas Giant,2019,20.0215,Jupiter,1.08,Jupiter,8.416586,23.6,0.08,Radial Velocity
HD 221585 b,182.0,7.457,Gas Giant,2016,1.61,Jupiter,1.21,Jupiter,2.306,3.2,0.12,Radial Velocity
HD 222076 b,297.0,7.47,Gas Giant,2016,1.56,Jupiter,1.21,Jupiter,1.83,2.4,0.08,Radial Velocity
HD 222155 b,165.0,7.11716,Gas Giant,2011,2.12,Jupiter,1.19,Jupiter,5.14,11.0,0.16,Radial Velocity
HD 222582 b,138.0,7.68,Gas Giant,1999,8.37,Jupiter,1.12,Jupiter,1.34,1.6,0.73,Radial Velocity
HD 224538 b,258.0,8.06,Gas Giant,2016,7.02951,Jupiter,1.13,Jupiter,2.373375,3.3,0.48,Radial Velocity
HD 224693 b,305.0,8.23,Gas Giant,2006,0.7,Jupiter,1.25,Jupiter,0.191,0.07310062,0.1,Radial Velocity
HD 22496 b,44.0,8.57,Neptune-like,2021,5.57,Earth,2.22,Earth,0.051,0.013963039,0.0,Radial Velocity
HD 22532 b,526.0,7.85,Gas Giant,2022,2.12,Jupiter,1.19,Jupiter,1.9,2.4,0.03,Radial Velocity
HD 22781 b,106.0,8.78,Gas Giant,2011,13.65,Jupiter,1.1,Jupiter,1.167,1.4,0.82,Radial Velocity
HD 23079 b,109.0,7.12,Gas Giant,2001,2.61,Jupiter,1.18,Jupiter,1.6,2.0,0.1,Radial Velocity
HD 23127 b,306.0,8.58,Gas Giant,2006,1.527,Jupiter,1.21,Jupiter,2.37,3.3,0.41,Radial Velocity
HD 231701 b,355.0,8.97,Gas Giant,2007,1.13,Jupiter,1.22,Jupiter,0.567,0.3876797,0.13,Radial Velocity
HD 233604 b,2763.0,10.291,Gas Giant,2013,6.575,Jupiter,1.13,Jupiter,0.747,0.52566737,0.05,Radial Velocity
HD 233832 b,192.0,10.15,Gas Giant,2018,1.78,Jupiter,1.2,Jupiter,2.827,5.6,0.36,Radial Velocity
HD 23472 b,127.0,9.73,Super Earth,2019,8.32,Earth,2.0,Earth,0.1162,0.048459962,0.07,Transit
HD 23472 c,127.0,9.73,Super Earth,2019,3.41,Earth,1.87,Earth,0.1646,0.08158795,0.06,Transit
HD 23472 d,127.0,9.73,Terrestrial,2022,0.55,Earth,0.75,Earth,0.04298,0.0109514035,0.07,Transit
HD 23472 e,127.0,9.73,Terrestrial,2022,0.72,Earth,0.818,Earth,0.068,0.02162902,0.07,Transit
HD 23472 f,127.0,9.73,Super Earth,2022,0.77,Earth,1.137,Earth,0.0906,0.03340178,0.07,Transit
HD 23596 b,170.0,7.26122,Gas Giant,2003,11.56265,Jupiter,1.11,Jupiter,2.692222,4.2,0.28,Radial Velocity
HD 238090 b,50.0,9.71,Neptune-like,2020,6.89,Earth,0.225,Jupiter,0.0932,0.037508555,0.3,Radial Velocity
HD 238914 b,1694.0,8.770001,Gas Giant,2018,6.0,Jupiter,1.14,Jupiter,5.7,11.2,0.56,Radial Velocity
HD 240210 b,1215.0,8.270001,Gas Giant,2009,5.21,Jupiter,1.14,Jupiter,1.16,1.4,0.15,Radial Velocity
HD 240237 b,3045.0,8.19,Gas Giant,2011,15.89,Jupiter,1.09,Jupiter,1.92,2.0,0.4,Radial Velocity
HD 24040 b,152.0,7.515,Gas Giant,2006,3.86,Jupiter,1.16,Jupiter,4.92,10.0,0.04,Radial Velocity
HD 24040 c,152.0,7.515,Gas Giant,2021,0.201,Jupiter,0.834,Jupiter,1.3,1.4,0.11,Radial Velocity
HD 24064 b,979.0,6.74616,Gas Giant,2015,12.89,Jupiter,1.1,Jupiter,1.29,1.5,0.35,Radial Velocity
HD 24085 b,179.0,7.57,Neptune-like,2019,11.8,Earth,0.309,Jupiter,0.034,0.0054757018,0.22,Radial Velocity
HD 25015 b,122.0,8.87,Gas Giant,2019,9.01848,Jupiter,1.12,Jupiter,6.245213,16.8,0.34,Radial Velocity
HD 25171 b,181.0,7.77,Gas Giant,2010,0.915,Jupiter,1.24,Jupiter,2.971,4.9,0.04,Radial Velocity
HD 25723 b,375.0,5.60075,Gas Giant,2020,2.5,Jupiter,1.18,Jupiter,1.49,1.2511978,0.04,Radial Velocity
HD 25912 b,160.0,8.2,Neptune-like,2022,38.02619,Earth,0.615,Jupiter,0.241872,0.11444216,0.05,Radial Velocity
HD 25912 c,160.0,8.2,Gas Giant,2022,16.52835,Jupiter,1.09,Jupiter,17.779459,72.1,0.05,Radial Velocity
HD 260655 b,33.0,9.63,Super Earth,2022,2.14,Earth,1.24,Earth,0.02933,0.007665982,0.04,Transit
HD 260655 c,33.0,9.63,Super Earth,2022,3.09,Earth,1.533,Earth,0.04749,0.015605749,0.04,Transit
HD 26161 b,133.0,6.89333,Gas Giant,2021,13.5,Jupiter,1.1,Jupiter,20.4,87.7,0.82,Radial Velocity
HD 2638 b,179.0,9.44,Gas Giant,2005,0.42,Jupiter,1.28,Jupiter,0.04,0.009308693,0.0,Radial Velocity
HD 2685 b,642.0,9.595,Gas Giant,2019,1.17,Jupiter,1.44,Jupiter,0.0568,0.011225188,0.09,Transit
HD 26965 b,16.0,4.42018,Neptune-like,2018,8.47,Earth,0.254,Jupiter,,0.11608488,0.04,Radial Velocity
HD 27442 b,60.0,4.44,Gas Giant,2000,1.56,Jupiter,1.21,Jupiter,1.271,1.172074,0.06,Radial Velocity
HD 27631 b,164.0,8.26,Gas Giant,2012,1.494,Jupiter,1.21,Jupiter,3.242,6.0,0.14,Radial Velocity
HD 27894 b,143.0,9.36,Gas Giant,2005,0.61939,Jupiter,1.26,Jupiter,0.125367,0.049281314,0.05,Radial Velocity
HD 27894 c,143.0,9.36,Gas Giant,2017,0.162,Jupiter,0.735,Jupiter,0.198,0.09883641,0.02,Radial Velocity
HD 27894 d,143.0,9.36,Gas Giant,2017,6.78167,Jupiter,1.13,Jupiter,5.359964,13.8,0.34,Radial Velocity
HD 27969 b,222.0,7.66,Gas Giant,2021,4.8,Jupiter,1.15,Jupiter,1.552,1.8,0.18,Radial Velocity
HD 28109 b,455.0,9.42,Super Earth,2022,18.496,Earth,2.199,Earth,0.1357,0.062696785,0.3307,Transit
HD 28109 c,455.0,9.42,Neptune-like,2022,7.943,Earth,0.377,Jupiter,0.308,0.15331964,0.1203,Transit
HD 28109 d,455.0,9.42,Neptune-like,2022,5.681,Earth,0.29,Jupiter,0.411,0.23080082,0.0864,Transit
HD 28185 b,128.0,7.8,Gas Giant,2001,5.83181,Jupiter,1.14,Jupiter,1.034659,1.0554415,0.05,Radial Velocity
HD 28185 c,128.0,7.8,Gas Giant,2022,19.58437,Jupiter,1.08,Jupiter,13.109497,47.7,0.12,Radial Velocity
HD 28192 b,162.0,8.06,Gas Giant,2022,0.31091,Jupiter,1.08,Jupiter,0.117885,0.03887748,0.1,Radial Velocity
HD 28254 b,180.0,7.69,Gas Giant,2010,1.16,Jupiter,1.22,Jupiter,2.15,3.1,0.81,Radial Velocity
HD 285507 b,147.0,10.49,Gas Giant,2013,0.98,Jupiter,1.23,Jupiter,0.06,0.01670089,0.09,Radial Velocity
HD 285968 b,31.0,9.95,Neptune-like,2008,8.4,Earth,0.253,Jupiter,0.066,0.024093088,0.0,Radial Velocity
HD 28678 b,619.0,8.38,Gas Giant,2011,1.542,Jupiter,1.21,Jupiter,1.18,1.0409309,0.15,Radial Velocity
HD 29021 b,101.0,7.76,Gas Giant,2017,4.47,Jupiter,1.15,Jupiter,2.28,3.7,0.46,Radial Velocity
HD 290327 b,184.0,8.99,Gas Giant,2009,2.43,Jupiter,1.18,Jupiter,3.43,6.7,0.08,Radial Velocity
HD 29399 b,144.0,5.79,Gas Giant,2022,1.57,Jupiter,1.21,Jupiter,1.913,2.4,0.05,Radial Velocity
HD 2952 b,359.0,5.9258,Gas Giant,2013,1.37,Jupiter,1.21,Jupiter,1.23,0.8531143,0.13,Radial Velocity
HD 29985 b,102.0,9.98,Gas Giant,2022,5.91997,Jupiter,1.14,Jupiter,13.283797,56.5,0.26,Radial Velocity
HD 30177 b,181.0,8.41,Gas Giant,2002,8.68799,Jupiter,1.12,Jupiter,3.603011,6.9,0.21,Radial Velocity
HD 30177 c,181.0,8.41,Gas Giant,2016,6.5587,Jupiter,1.13,Jupiter,10.273072,33.1,0.04,Radial Velocity
HD 30562 b,85.0,5.77466,Gas Giant,2009,1.22,Jupiter,1.22,Jupiter,2.34,3.2,0.76,Radial Velocity
HD 30669 b,189.0,9.12,Gas Giant,2014,0.47,Jupiter,1.27,Jupiter,2.69,4.6,0.18,Radial Velocity
HD 30856 b,428.0,7.91,Gas Giant,2011,1.547,Jupiter,1.21,Jupiter,1.85,2.3,0.06,Radial Velocity
HD 31253 b,190.0,7.13266,Gas Giant,2010,0.62,Jupiter,1.26,Jupiter,1.26,1.2758385,0.3,Radial Velocity
HD 31527 b,125.0,7.49,Neptune-like,2019,10.47,Earth,0.288,Jupiter,0.1254,0.045448326,0.1,Radial Velocity
HD 31527 c,125.0,7.49,Neptune-like,2019,14.16,Earth,0.343,Jupiter,0.2663,0.14017797,0.04,Radial Velocity
HD 31527 d,125.0,7.49,Neptune-like,2019,11.82,Earth,0.309,Jupiter,0.8098,0.7438741,0.24,Radial Velocity
HD 3167 b,154.0,8.97,Super Earth,2016,4.73,Earth,1.627,Earth,0.01802,0.0027378509,0.1,Transit
HD 3167 c,154.0,8.97,Neptune-like,2016,10.67,Earth,0.261,Jupiter,0.1783,0.08158795,0.15,Transit
HD 3167 d,154.0,8.97,Super Earth,2017,5.03,Earth,2.09,Earth,0.07703,0.023271732,0.44,Radial Velocity
HD 3167 e,154.0,8.97,Neptune-like,2022,9.74,Earth,0.276,Jupiter,0.4048,0.27953455,0.6,Radial Velocity
HD 32518 b,398.0,6.43005,Gas Giant,2009,3.04,Jupiter,1.17,Jupiter,0.59,0.4312115,0.01,Radial Velocity
HD 32963 b,124.0,7.6,Gas Giant,2015,0.7,Jupiter,1.25,Jupiter,3.41,6.5,0.07,Radial Velocity
HD 330075 b,148.0,9.36,Gas Giant,2004,0.48,Jupiter,1.27,Jupiter,0.04,0.009308693,0.0,Radial Velocity
HD 331093 b,164.0,8.38,Gas Giant,2021,1.5,Jupiter,1.21,Jupiter,1.44,1.7,0.59,Radial Velocity
HD 33142 b,396.0,7.96,Gas Giant,2011,1.26,Jupiter,1.22,Jupiter,1.074,0.9034908,0.05,Radial Velocity
HD 33142 c,396.0,7.96,Gas Giant,2018,0.89,Jupiter,1.24,Jupiter,1.955,2.2,0.08,Radial Velocity
HD 33142 d,396.0,7.96,Gas Giant,2022,0.2,Jupiter,0.832,Jupiter,0.452,0.24613279,0.19,Radial Velocity
HD 332231 b,263.0,8.558,Gas Giant,2020,0.244,Jupiter,0.867,Jupiter,0.1436,0.051197812,0.03,Transit
HD 33283 b,293.0,8.05,Gas Giant,2006,0.329,Jupiter,1.12,Jupiter,0.1508,0.049828887,0.4,Radial Velocity
HD 33564 b,68.0,5.10111,Gas Giant,2005,9.1,Jupiter,1.12,Jupiter,1.1,1.0622861,0.34,Radial Velocity
HD 33844 b,345.0,7.29,Gas Giant,2015,2.01,Jupiter,1.19,Jupiter,1.6,1.5,0.15,Radial Velocity
HD 33844 c,345.0,7.29,Gas Giant,2015,1.75,Jupiter,1.2,Jupiter,2.24,2.5,0.13,Radial Velocity
HD 34445 b,150.0,7.31,Gas Giant,2009,0.82,Jupiter,1.24,Jupiter,2.07,2.9,0.27,Radial Velocity
HD 34445 c,150.0,7.31,Gas Giant,2017,0.168,Jupiter,0.752,Jupiter,0.7181,0.58781654,0.04,Radial Velocity
HD 34445 d,150.0,7.31,Neptune-like,2017,30.7,Earth,0.542,Jupiter,0.4817,0.32279262,0.03,Radial Velocity
HD 34445 e,150.0,7.31,Neptune-like,2017,16.8,Earth,0.38,Jupiter,0.2687,0.13470227,0.09,Radial Velocity
HD 34445 f,150.0,7.31,Neptune-like,2017,37.9,Earth,0.613,Jupiter,1.543,1.9,0.03,Radial Velocity
HD 34445 g,150.0,7.31,Gas Giant,2017,0.38,Jupiter,1.21,Jupiter,6.36,15.6,0.03,Radial Velocity
HD 35759 b,232.0,7.74,Gas Giant,2016,3.76,Jupiter,1.16,Jupiter,0.389,0.2258727,0.39,Radial Velocity
HD 360 b,364.0,5.986,Gas Giant,2021,0.75,Jupiter,1.25,Jupiter,0.98,0.74770707,0.14,Radial Velocity
HD 3651 b,36.0,5.88437,Gas Giant,2003,0.228,Jupiter,0.899,Jupiter,0.295,0.17056811,0.65,Radial Velocity
HD 37124 b,103.0,7.68,Gas Giant,2002,0.675,Jupiter,1.25,Jupiter,0.53364,0.42272416,0.05,Radial Velocity
HD 37124 c,103.0,7.68,Gas Giant,2002,0.652,Jupiter,1.25,Jupiter,1.71,2.4,0.13,Radial Velocity
HD 37124 d,103.0,7.68,Gas Giant,2005,0.696,Jupiter,1.25,Jupiter,2.807,5.1,0.16,Radial Velocity
HD 37605 b,153.0,8.67,Gas Giant,2004,2.69,Jupiter,1.18,Jupiter,0.277,0.15058179,0.67,Radial Velocity
HD 37605 c,153.0,8.67,Gas Giant,2012,3.19,Jupiter,1.17,Jupiter,3.74,7.5,0.03,Radial Velocity
HD 3765 b,58.0,7.36,Gas Giant,2021,0.173,Jupiter,0.764,Jupiter,2.108,3.3,0.3,Radial Velocity
HD 38283 b,124.0,6.69,Gas Giant,2010,0.4,Jupiter,1.25,Jupiter,1.02,0.99438745,0.41,Radial Velocity
HD 38529 b,138.0,5.92848,Gas Giant,2000,0.64923,Jupiter,1.25,Jupiter,0.114551,0.039151266,0.26,Radial Velocity
HD 38529 c,138.0,5.92848,Gas Giant,2000,10.44736,Jupiter,1.11,Jupiter,3.224617,5.8,0.36,Radial Velocity
HD 38801 b,298.0,8.26,Gas Giant,2009,9.698,Jupiter,1.11,Jupiter,1.623,1.9,0.02,Radial Velocity
HD 39091 b,60.0,5.65,Gas Giant,2001,12.23926,Jupiter,1.1,Jupiter,3.309065,5.7,0.64,Radial Velocity
HD 39194 b,86.0,8.09,Super Earth,2021,4.0,Earth,1.83,Earth,0.056,0.015331964,0.207,Radial Velocity
HD 39194 c,86.0,8.09,Neptune-like,2021,6.3,Earth,0.213,Jupiter,0.103,0.03832991,0.154,Radial Velocity
HD 39194 d,86.0,8.09,Super Earth,2021,4.0,Earth,1.83,Earth,0.185,0.09281315,0.333,Radial Velocity
HD 39855 b,76.0,7.51,Neptune-like,2019,8.5,Earth,0.254,Jupiter,0.041,0.008761123,0.14,Radial Velocity
HD 40307 b,42.0,7.17,Super Earth,2009,4.0,Earth,1.83,Earth,0.0468,0.011772759,0.2,Radial Velocity
HD 40307 c,42.0,7.17,Neptune-like,2009,6.6,Earth,0.219,Jupiter,0.0799,0.026283368,0.06,Radial Velocity
HD 40307 d,42.0,7.17,Neptune-like,2009,9.5,Earth,0.272,Jupiter,0.1321,0.055852156,0.07,Radial Velocity
HD 40307 f,42.0,7.17,Neptune-like,2013,5.2,Earth,2.13,Earth,0.247,0.14182067,0.02,Radial Velocity
HD 40307 g,42.0,7.17,Neptune-like,2013,7.1,Earth,0.229,Jupiter,0.6,0.5415469,0.29,Radial Velocity
HD 40956 b,380.0,6.42794,Gas Giant,2017,2.7,Jupiter,1.18,Jupiter,1.4,1.6,0.24,Radial Velocity
HD 40979 b,111.0,6.75512,Gas Giant,2002,4.67,Jupiter,1.15,Jupiter,0.85,0.7230664,0.25,Radial Velocity
HD 41004 A b,120.0,8.65,Gas Giant,2004,2.54,Jupiter,1.18,Jupiter,,2.6,0.74,Radial Velocity
HD 41004 B b,136.0,8.6078,Gas Giant,2003,18.37,Jupiter,1.08,Jupiter,,0.003559206,0.08,Radial Velocity
HD 4113 b,137.0,7.88,Gas Giant,2007,1.70781,Jupiter,1.2,Jupiter,1.28031,1.4,0.9,Radial Velocity
HD 42012 b,120.0,8.44,Gas Giant,2017,1.6,Jupiter,1.21,Jupiter,1.67,2.3,0.2,Radial Velocity
HD 4203 b,265.0,8.7,Gas Giant,2001,2.23,Jupiter,1.19,Jupiter,1.17,1.1824777,0.52,Radial Velocity
HD 4203 c,265.0,8.7,Gas Giant,2014,2.17,Jupiter,1.19,Jupiter,6.95,18.4,0.24,Radial Velocity
HD 4208 b,112.0,7.783,Gas Giant,2001,0.81,Jupiter,1.24,Jupiter,1.662,2.3,0.04,Radial Velocity
HD 42618 b,79.0,6.87,Neptune-like,2016,14.4,Earth,0.347,Jupiter,0.554,0.4095825,0.19,Radial Velocity
HD 4308 b,72.0,6.55,Neptune-like,2005,15.8915,Earth,0.368,Jupiter,0.12,0.042710472,0.0,Radial Velocity
HD 4313 b,445.0,7.83,Gas Giant,2009,1.927,Jupiter,1.2,Jupiter,1.157,0.97522247,0.15,Radial Velocity
HD 43197 b,204.0,8.98,Gas Giant,2010,0.55388,Jupiter,1.26,Jupiter,0.881867,0.8457221,0.74,Radial Velocity
HD 43197 c,204.0,8.98,Gas Giant,2022,7.80042,Jupiter,1.12,Jupiter,8.556456,25.5,0.15,Radial Velocity
HD 43691 b,279.0,8.03,Gas Giant,2007,2.55,Jupiter,1.18,Jupiter,0.238,0.10130048,0.08,Radial Velocity
HD 44219 b,173.0,7.69,Gas Giant,2010,0.58,Jupiter,1.26,Jupiter,1.19,1.2930869,0.61,Radial Velocity
HD 45184 b,72.0,6.383,Neptune-like,2019,12.19,Earth,0.314,Jupiter,0.0644,0.01615332,0.07,Radial Velocity
HD 45184 c,72.0,6.383,Neptune-like,2019,8.81,Earth,0.26,Jupiter,0.11,0.035865847,0.07,Radial Velocity
